trade_nm,cty_nm,st_cd,case_violtn_cnt,bw_atp_amt,findings_start_date
Lucky Point aka K.P. Garment, Inc.,South El Monte,CA,12,6546.75,9/13/10
Eason Court Group Home #2,Youngsville,NC,6,530.18,1/25/07
Cici's Pizza,Bryan,TX,5,30780.16,9/23/07
Pittsburgh Wireless Inc.,Pittsburgh,PA,10,5021.69,10/1/11
Planet Aid,Hatboro,PA,3,0,7/7/10
Sunfix Technologies Inc.,Piscataway,NJ,1,5343.91,7/4/11
McKenna Camp,Denmark,SC,1,0,3/1/09
El Nacional de Oklahoma,Oklahoma City,OK,1,13622.77,10/2/10
Gabriels Restaurant,Highwood,IL,0,0,6/1/04
Comfort Inn DFW North,Irving,TX,15,6605.2,7/16/10
Rapid Air,Corpus Christi,TX,12,1305.51,10/12/10
Raimo Pizza,Hicksville,NY,9,30874.22,10/12/09
MVM, Inc.,El Paso,TX,0,0,9/15/09
Secured Network Solutions,Chesapeake,VA,11,981.95,12/4/10
McDonald's,Benson,AZ,121,14564.05,12/22/09
US Extradition Service, Inc,Stockton,CA,4,3475.2,4/4/09
Domino's Pizza #3415,Carle Place,NY,22,9819.15,4/8/08
SouthEast Employee Leasing dba,Holiday,FL,1,786.84,1/1/12
Albany Medical Center,Albany,NY,0,0,2/10/12
Bartlett Enterprises,South Glens Falls,NY,0,0,10/10/10
JSD's Boardwalk Grill & Sports Bar,Clearwater Beach,FL,10,0,9/21/11
America's Best Value Inn,Columbus,MS,0,0,12/15/10
Bedell Plumbing,Greenfield,IN,1,0,10/15/12
Bells Truck Stop,Bells,TN,4,1544.43,12/12/10
Five Mile Marathon,Cincinnati,OH,0,0,10/18/10
Five-O Shore Road,Ogunquit,ME,9,8796.19,2/1/11
DFW Hot Shot, Inc.,Dallas,TX,1,0,12/5/10
IMAX Service Corporation,Los Angeles,CA,13,5258.1,9/19/05
Village Pizza,Orinda,CA,7,2305.84,1/3/12
ManTech (MTISC),Fort Wainwright,AK,109,105660.77,9/17/10
Saban's Rent-A-Car,Phoenix,AZ,17,0,6/1/10
Tree World,Holtville,CA,3,0,5/18/04
Diromios,Davenport,FL,13,10132.69,12/18/10
Mac M Cutting, Inc.,Vernon,CA,0,0,1/30/11
Altitude Unlimited,Haskins,OH,0,0,2/15/11
Embassy Suites Dallas - Love Field,Dallas,TX,0,0,9/25/10
Baldo's Mexican Food - Vacaville,Vacaville,CA,5,9982.8,10/12/09
Slumberland,Hibbing,MN,6,828.01,10/1/10
Hook Line & Sinker,New Hartford,NY,6,1289.97,4/27/06
Ditto Document Solutions,Pittsburgh,PA,0,0,11/11/12
Utah Valley Dispatch Special Service District,Spanish Fork,UT,0,0,12/5/10
Raven Security Forces, LLC,Colorado Springs,CO,0,0,9/19/10
Imperial Casework,El Paso,TX,17,2876.79,9/13/10
Signal 88 Security,Colorado Springs,CO,0,0,9/14/10
Busy Bee,Midlothian,IL,6,1365,9/17/10
Cornerstone Services, Inc.,Joliet,IL,114,5860.74,9/1/10
La Mar,El Paso,TX,30,0,3/31/12
QI Security Services,Henderson,NV,18,7157.45,11/1/13
Nationstar Mortgage LLC,Irving,TX,6,0,12/1/13
Jacksonville Chrysler Dodge Jeep Ram,Jacksonville,IL,1,0,1/15/14
The Program,Harrisburg,PA,0,0,11/20/13
The Fountains At Lake Pointe Woods,Sarasota,FL,0,0,11/9/13
Sunoco Tabernacle,Vincentown,NJ,2,87,1/14/14
Nickerson Sheet Metal,East Bridgewater,MA,4,37923.88,1/1/15
Asian Construction Development Corporation,Tamuning,GU,1,0,11/2/13
Danes Construction Corporation,Yigo,GU,17,8193.41,10/30/13
Department of Corrections-Huron Valley Female,Ypsilanti,MI,0,0,4/1/15
Patriot Plumbing, Heating & Air,Lincoln,NE,0,0,11/25/13
Austin's Pizza #30,Austin,TX,32,7029.8,10/19/13
Austin's Pizza # 4,Austin,TX,11,950.74,10/19/13
Austin's Pizza # 3,Austin,TX,11,2283.95,10/19/13
Austin's Pizza # 6,Austin,TX,10,1870.63,10/19/13
Rally's # 4029,Cleveland,OH,1,0,12/15/13
Barrington (The) - ALF,Largo,FL,4,2968.69,10/4/13
Div. of Emergency Services & Communication,Concord,NH,5,578.1,4/15/12
Dorchester County Board of DSN,Summerville,SC,1,0,1/15/14
Perry Family Dentist,Mableton,GA,5,372.26,7/17/14
SJ Insurance & Financial LLC dba All State,Winter Park,FL,1,0,2/3/14
John R. Roach Juvenile Detention Center,McKinney,TX,0,0,2/6/10
Mapco Express,Millington,TN,0,0,10/25/13
Quality Inn of Orange Park,Jacksonville,FL,12,9052.08,10/30/13
Vacuums ETC Inc,Woodstock,GA,0,0,1/19/14
Sure Harvest FLC,Grandview,WA,1,0,6/1/14
Unicorn Metals Recycling Co Inc.,La Habra,CA,2,653.49,11/1/13
Darr-Schackow Insurance,Gainesville,FL,3,4533.87,12/21/13
Central Pest Control,Odessa,FL,8,9681.34,11/22/13
Alviso, Paulina FLC,Winter Haven,FL,3,0,1/1/15
Econolodge Hospitality Inn & Suites of Orange,Orangeburg,SC,8,13234.79,5/8/15
Oil Stop,Salt Lake City,UT,11,14528.99,12/3/13
R&D Furnishings,Red Wing,MN,0,0,12/12/13
Colvin Market Express,Buffalo,NY,2,126,12/12/13
IAC,Springfield,TN,1,5376.91,7/13/15
Teletech,Melbourne,FL,0,0,12/9/13
Ann Arbor Bivouac, Inc.,Ann Arbor,MI,1,203,12/1/15
Tulalip Resort & Casino,Marysville,WA,4,9917.06,3/16/15
R. J. Moreau Communities, LLC,Bedford,NH,0,0,3/15/14
Garcia, Baltazar (FLC),Groveland,FL,1,0,9/28/15
Vilhauer Enterprises,Frisco,TX,1,0,1/19/14
Kiddie Kampus Day Care,Louisville,KY,1,0,1/26/14
Elite Auto Body & Paint Works, Inc.,Springfield,IL,2,2738,2/9/14
Sonshine House Christian Day Care & Preschool,Louisville,KY,1,0,1/21/14
Pine Haven RV & Mobile Home Resort - HP,Ruskin,FL,0,0,11/1/15
Ruiz, Manuel - FLC,Okeechobee,FL,1,0,10/26/15
Holiday Market - Cottonwood,Cottonwood,CA,0,0,1/14/14
Pennsylvania Soil and Rock Incorporated,Monroeville,PA,0,0,1/25/14
Stingray Distributors,Santa Ana,CA,3,815.1,11/30/15
Slentz, Jeremy Michael,Geneva,NY,2,0,4/1/13
Omega Construction Group,Little Elm,TX,0,0,5/1/15
Imo's Pizza,Fairview Heights,IL,0,0,7/1/14
Gene's Tasty Burgers,Wichita Falls,TX,0,0,4/3/15
JAV Gas 4 Less,Binghamton,NY,1,0,2/3/14
Tech-Star, Inc.,Junction City,OH,1,0,1/11/14
Suburban Lodge,Orlando,FL,0,0,5/25/03
Lazlo's Brewery and Grill,Lincoln,NE,11,419.84,9/17/06
DeSalvo Landscaping,Pittsburgh,PA,0,0,8/13/11
Diederich Construction, INC,Pleasant Grove,UT,0,0,2/4/14
Beaver Creek Farming Operations,Coopersville,MI,2,0,1/17/14
Heritage House,Clearwater,FL,3,12828.41,1/23/14
City of Wilkes Barre,Wilkes Barre,PA,1,212.96,2/23/14
McClain's Supermarket, Inc.,Shepherd,TX,27,3757.91,5/1/15
Broadwater Apartments,Orlando,FL,14,3933.24,8/17/13
Monterrey Apartments,Venice,FL,3,96.19,8/17/13
Jack 'B' Nimble Preschool,Lexington,KY,2,117,1/22/14
B & R Stores,Lincoln,NE,0,0,3/28/10
Menands 2020 Mart,Albany,NY,1,0,1/30/14
Covenant Community Health Center,Royal Oak,MI,2,0,1/25/14
Metro Security,Kent,OH,0,0,2/19/14
Main Street Liquor & Wine,Verona,MS,1,2279.9,12/29/13
J.D. Nursing & Management Service Inc.,Washington,DC,0,0,1/25/14
Sandbagger's Bar and Grill,Pocatello,ID,5,296.06,5/17/12
Vons Chicken,Hagatna,GU,11,2029.27,3/19/12
E-Infotek Solutions, Inc.,Fremont,CA,1,22379.03,5/1/07
Wal-Mart,Lebanon,PA,4,2000,2/1/09
Hummus Place,New York,NY,11,4556.62,4/15/07
Peaches Fine Foods,Athens,GA,1,0,4/6/08
Stephanie's II, LLC,Greensboro,NC,21,15416.7,11/17/07
Package by Package, Inc.,Phoenix,AZ,1,0,6/10/07
K Cleaning Services,Tamuning,GU,0,0,7/15/07
Cheryl Baka's Lawn Care,Saipan,MP,1,0,1/9/08
White Oak Manor,Warren,OH,0,0,2/1/06
Nurses Unlimited, Inc.,Abilene,TX,5,494,7/14/10
Dominguez Concrete / A-Star Construction,El Paso,TX,0,0,8/18/10
Thaumato, Inc.,Pasadena,CA,1,0,2/24/14
Leo One Poker,Saipan,MP,13,5302.45,1/1/08
C R Lawn Care,Grand Island,NE,0,0,10/4/10
Chesapeake Geosystems, Inc.,Andover,MA,20,106299.45,6/7/10
Club Marketing Services,Duncanville,TX,2,0,9/5/10
Papa John's,Duarte,CA,7,932.41,8/22/11
Freeland Service Center,Freeland,WA,21,3767.74,9/16/07
AAA,Chambersburg,PA,4,1651.57,2/7/07
Jorge Marin,Avon Park,FL,15,0,7/27/09
J-Mar Stables,Monkton,MD,0,0,10/17/07
Malcap Mortgage,Brentwood,TN,4,2779.51,2/3/08
Lone Star Maintenance, Inc.,Houston,TX,3,1386,8/15/10
Glenview Car Wash,Glenview,IL,0,0,3/12/11
Silver Mountain Sports Club & Spa,Park City,UT,4,6457.63,12/8/11
Cafe Olei Wailuku,Wailuku,HI,12,9541.32,5/31/10
CTS Language Link,Vancouver,WA,0,0,7/27/10
Congregation Ale House (Azusa Chapter),Azusa,CA,9,981.66,7/21/11
RHD Plumbing, Inc.,Stoughton,WI,18,14979.61,8/27/10
Ottawa Family Physicians,Ottawa,KS,1,0,9/18/10
Falls County Sheriff Department,Marlin,TX,18,8487.79,8/16/10
Tallulah Wine Bar & Bistro,Birmingham,MI,31,9742.37,7/19/10
Goodwill Industries of SW Ok and North Texas,Wichita Falls,TX,0,0,8/25/10
United States Post Office,Medford,OR,0,0,1/1/09
Ebisuya,Saipan,MP,10,8645.85,8/11/10
ML Construction,Pecos,TX,8,22000.38,9/25/10
Island Elder Care,Vashon,WA,7,25501.79,10/24/10
Lightning Trucking Services LLC,Bridgeport,WV,3,790.65,4/1/12
San Diego State University,San Diego,CA,1,2832.84,11/17/10
H & H Heating & Cooling, LLC,Athens,AL,0,0,11/29/10
Tangles Salon LLC,Scottsdale,AZ,1,821.04,1/1/11
Carol's Pre School & Day Care,New Orleans,LA,4,19999.93,12/21/10
Fruit Hill Orchard,Winchester,VA,26,4894.76,8/28/12
Ace Excavating,Meadville,PA,1,0,12/3/10
Employment Source, Inc,Fort Knox,KY,29,1723.56,3/9/11
Hampton Inn Charlottesville,Charlottesville,VA,1,0,1/19/11
El Indio Mexican Restaurant, Inc,Portland,OR,21,54244.15,9/17/10
Lanier Memorial Hospital,Valley,AL,5,1367.11,5/3/12
Subway,Troy,AL,13,2066.32,10/5/10
Armstrong's Restaurant,Pittsburgh,PA,45,4905,9/25/10
Cafe' Notte,Pittsburgh,PA,2,0,9/26/10
Brazos Children's Center,Waco,TX,1,0,9/19/10
Subway,Jamestown,NC,11,482.74,1/11/12
A - Team Services,Mount Juliet,TN,26,29851.1,8/20/10
Grillsmith #104, LLC,Tampa,FL,0,0,1/26/11
911 PC Medic,Export,PA,0,0,1/22/11
Kenric Manor,Donora,PA,34,3873.87,9/1/12
Louis Dreyfus Citrus, Inc.,Winter Garden,FL,0,0,9/24/10
Guy Blank Concrete, LLC,La Grange,KY,16,6340.25,2/1/12
Oriental House of Augusta Street,Greenville,SC,28,12368.62,7/1/12
Kuehl Millwork,Waco,TX,3,105.5,9/14/10
Contract Manufacturer, LLC,Madill,OK,10,14533.69,12/9/10
AMI Staffing,Pascagoula,MS,3,0,8/29/12
Cooper's Furniture,Muskogee,OK,9,1456.99,11/30/10
Two Hats Mexican/American Restuarant,Ponca City,OK,3,0,10/24/10
Adventureland Childcare & Preschool,Colorado Springs,CO,19,1721.54,1/11/11
Advanced Appliance Service,Winston Salem,NC,3,1257.76,1/7/11
La Quinta Inn & Suites,Midlothian,VA,0,0,9/10/10
Best Western Governor's Inn,Richmond,VA,0,0,9/18/10
Comfort Inn Midlothian,Richmond,VA,0,0,11/14/10
InTown Suites,Richmond,VA,0,0,9/27/10
Super 8 Hotel,Richmond,VA,6,386.35,9/18/10
Prince Contracting,Orlando,FL,0,0,12/18/13
Pink Ribbon Cleaning Services,Dallas,TX,2,466.8,11/4/13
M & M Supply,Tecumseh,NE,6,0,12/8/13
Havelock & Carter Refuse,Lincoln,NE,0,0,12/1/13
McDonald's,York,NE,0,0,12/11/13
Ponce Recycling, Inc. (Carson),Carson,CA,6,2105,11/11/13
Ponce Recycling, Inc. (Prairie),Inglewood,CA,11,2828.75,11/11/13
Ponce Recycling, Inc. (10th St.),Long Beach,CA,3,112.5,11/16/13
Lowry Apartments,Denver,CO,12,4115.75,8/17/13
Rohrer,Wadsworth,OH,2,827.8,12/24/13
Wildwood Apartments,Longmont,CO,5,1195.46,8/17/13
Cottage Inn Pizza,Ypsilanti,MI,3,409.11,12/23/13
Harvest Moon Cafe,Ypsilanti,MI,3,487.48,11/3/13
Natural Shine,Wharton,NJ,2,488.25,10/4/15
Children's Mercy Hospital,Kansas City,MO,0,0,10/15/15
West Coast Metal Fabricators, Inc.,Crystal River,FL,1,20.67,10/24/14
Cash 4 Cans + Recycling Center,Westminster,CA,2,0,11/11/13
Safety Harbor Senior Living, LLC,Safety Harbor,FL,7,3142.72,10/31/13
Loyal Source Government Services,Orlando,FL,1,80,10/2/13
Valdez Roofing Company,Dumas,TX,2,4941.3,7/13/15
J's Plantation House Restaurant,Sumner,GA,1,99.95,11/1/06
The Kid Company,Pittsburgh,PA,5,0,10/29/05
Neal Galloway Farms,Elsa,TX,2,0,8/22/11
Westchase Academy,Houston,TX,3,58.61,6/1/04
Austin's Pizza # 9,Austin,TX,2,3353.56,10/19/13
Covenant Coach,Leesburg,FL,1,765,10/10/04
Praise Care Home,Sacramento,CA,1,0,4/9/03
Faris Fashion,Ponce,PR,0,0,4/19/03
Hogar Envejeciente Casa del Sol,Coamo,PR,0,0,3/9/05
Austin's Pizza # 16- 1431/Parmer,Cedar Park,TX,6,3134.19,10/19/13
Austin's Pizza # 18,Austin,TX,16,3911.39,10/19/13
Austin's Pizza # 23-Far West,Austin,TX,3,3597.8,10/19/13
Century Club Construction,Albuquerque,NM,1,0,7/14/15
Dickey's Barbecue,Plano,TX,1,0,10/1/15
Garcia Recycling Center & Metals-Main,Santa Ana,CA,7,29406.77,10/27/13
Warehouse Logistics LLC,Tioga,ND,6,9545.12,1/14/14
Hope Network Neuro Rehabilitation,Grand Rapids,MI,0,0,2/2/14
Sunset Nail,Denver,CO,0,0,1/27/14
Everardo Gonzalez, FLC,Woodburn,OR,2,0,3/31/14
Fleming Steel Company,New Castle,PA,1,0,1/17/14
MTI Industries,Bangor,MI,1,0,2/10/14
Monef Health Services, Inc.,Miami,FL,27,36999.75,11/23/15
Adoba Hotel,Rapid City,SD,2,0,2/23/14
Holiday Inn Birmingham-Homewood,Birmingham,AL,538,0,10/1/14
Tempus Transport,McKeesport,PA,2,567.68,11/30/15
Pollos Asados Nuevo Leon,Edinburg,TX,0,0,1/5/16
Springfield Coal Company LLC,Springfield,IL,215,0,11/15/05
Burger King # 5029,Pineville,LA,1,0,8/30/13
St. Joseph's Hospital,Syracuse,NY,3,3142.4,2/1/14
Macomb Residential Opportunities,Temperance,MI,2,0,10/28/15
Luis F. Arango MD, PA,Mission,TX,7,903.98,6/30/05
New Life Christian Academy,San Antonio,TX,5,678.53,7/16/05
Evans Regional Juvenile Center,Edinburg,TX,55,30068.17,7/1/05
Red Light Group, Inc. dba Harold's Chicken 51,Evergreen Park,IL,2,190.73,9/1/09
Norwalk Recycling Center,Norwalk,CA,0,0,2/20/14
Arbor Springs,West Des Moines,IA,0,0,1/25/14
Genesis Recycling (Arleta),Pacoima,CA,2,300.16,1/20/14
Genesis Recycling (Palmdale #1),Palmdale,CA,2,300,1/20/14
Genesis Recycling (Palmdale #2),Palmdale,CA,2,200,1/20/14
Genesis Recycling (Acton),Acton,CA,2,75.04,1/20/14
Apogee Retail Call Center,El Paso,TX,1,0,2/1/14
TJ's Grill & Bar,Buzzards Bay,MA,0,0,1/27/14
Arias Agency,Wexford,PA,1,0,2/8/14
Regal Columbia Mall Stadium 8,Kennewick,WA,0,0,2/5/13
Orthopaedic Medical Group,West Covina,CA,4,0,7/31/15
Chinese Kitchen,Westmont,IL,1,0,5/1/05
Skyline Marble & Granite Inc.,Middleboro,MA,0,0,2/21/14
Matson Fruit Company,Selah,WA,0,0,12/28/15
Sand-Ida Services, Inc.,Sandpoint,ID,0,0,1/16/14
Big River Construction,Astoria,OR,0,0,3/7/15
Moca,New York,NY,1,0,3/23/10
CJ's Place All American Diner,Mountain View,MO,0,0,1/4/16
B&D Building Maintenance,Santa Ana,CA,0,0,2/4/14
Atami Japanese Restaurant,Barrigada,GU,2,1053.98,3/1/11
IKON Construction and Maintenance,Clinton Township,MI,13,44205.16,8/15/10
RC Service,Laredo,TX,1,0,3/15/12
KFC of Bluefield,Bluefield,WV,24,2413.6,7/12/10
U. S. Postal Service,Carol Stream,IL,0,0,10/1/08
Tienda de Pueblo Lara,Mission,TX,2,280.5,1/3/12
El Guayaquil,Minneapolis,MN,5,2429.69,8/17/10
Holiday Inn Express,Middletown,RI,0,0,8/14/10
Masters Building Technologies,Providence,RI,1,410.33,10/27/10
Cantu, Joel,Pharr,TX,0,0,11/26/09
Forest Hill Inn,Hazleton,PA,2,860,8/30/07
PNS Construction LLC,Paterson,NJ,0,0,4/25/08
Kelmon Drywall,Quincy,MA,1,0,10/4/07
Cafe 28,New York,NY,15,0,1/23/08
Direct TV,Johnstown,CO,1,0,11/1/09
Subway #22502,Virginia Beach,VA,6,2157.63,9/28/10
A & A Mechanical,Gainesville,GA,5,19743.36,11/14/11
Mobility Transit Services, LLC,Augusta,GA,67,31592.75,7/18/11
Hilltop Restaurant,Pinetop,AZ,8,1690.03,7/13/08
Horticultural Printer (Integracolor),Daytona Beach,FL,1,2597.4,1/1/08
Comfort Inns and Suites,Corpus Christi,TX,24,6112.48,4/8/08
Allbright Electric Company, Inc.,Elk Grove,CA,10,3108.25,1/20/08
Fast Boys Pierside,Jacksonville Beach,FL,40,0,1/7/08
Bax Construction,Cicero,IL,0,0,11/14/07
Robert Parker Farm,Coffee Springs,AL,0,0,5/15/13
Striker Lakeside Restaurant & Marina,Reklaw,TX,2,0,3/17/08
Sacramento, County of,Sacramento,CA,0,0,9/18/10
AAA Refrigeration,Panama City,FL,12,5021.5,11/23/10
Buca di Beppo,Santa Monica,CA,0,0,6/19/06
Contech Engineering, Inc.,Honolulu,HI,16,2865.56,8/30/10
City of Savannah,Savannah,GA,0,0,4/11/05
C & C Communications,Seattle,WA,121,29468.67,10/1/10
The Gruene Outpost River Lodge,New Braunfels,TX,12,956.07,7/31/10
Joy Always,Los Angeles,CA,26,18479.12,8/7/11
Turoni's Pizza,Evansville,IN,177,0,4/30/12
Vicente Labor Contractor,Ferndale,WA,5,0,7/31/11
SGS, LLC,Oklahoma City,OK,10,6829.13,11/9/11
UMI Sushi,Ashland,OR,1,2152,2/15/12
Maya Tree Service,La Puente,CA,0,0,1/24/11
Roland's Trattoria,Washington,PA,1,0,10/5/10
Carmella's,Washington,PA,1,0,5/7/11
1183 Castle Hill Avenue Corp.,Bronx,NY,0,0,12/7/02
Rankay Trucking,Fort Gay,WV,9,838.41,4/24/04
Symmetric, LLC,Lisle,IL,1,0,2/13/11
Pinos Electric,Belen,NM,0,0,2/20/11
Gateway Charter Academy - Elementary,Dallas,TX,20,18199,1/7/11
O. T.'s Landing,Texarkana,TX,3,0,2/7/11
Clasic Bodywork Inc.,Plainview,NY,3,3207.26,2/1/06
Cheshire Animal Hospital,Keene,NH,0,0,5/24/11
Jose Bravo,San Juan,TX,2,0,8/27/12
M.R. Tafoya Construction,Albuquerque,NM,4,12217.65,1/1/12
Get-R-Done Concrete,Dundee,OR,22,2511.59,10/5/10
Workforce America Inc.,Avon Park,FL,10,0,2/5/12
Electronic Metrology Laboratory, LLC,Tampa,FL,1,2534,4/1/12
D & D Tile Services,Pueblo,CO,1,131.2,4/23/10
3G Controls, Inc,Houston,TX,2,34,10/18/10
Indian Creek Country Club,Marion,IA,5,4395.88,10/9/10
Optix Eye Design,Cedar Rapids,IA,0,0,10/8/10
Frederick County Fire and  Rescue,Winchester,VA,2,2235.33,4/24/03
Superior Linen Service Inc,Springdale,AR,0,0,10/27/10
Lone Star Orthopedic & Spine, PLLC,Burleson,TX,1,127.04,2/23/11
Haley Realty,Colorado Springs,CO,6,2246.26,5/9/11
Brickcraft Masonry,Portsmouth,VA,8,509.93,10/13/10
Jose Gonzalez dba: Jose's Reforestation,Chehalis,WA,0,0,4/21/11
Verde Tea Expresso Bar,Fremont,CA,1,0,2/1/12
Premier Consultants International, Inc.,Washington,DC,2,14125.64,4/7/12
King Kone,Garden City,MI,5,0,4/24/13
South Park Auto Sales,Shreveport,LA,2,5294.11,8/22/11
Lil' Chef Restaurant,Brighton,MI,10,2800.98,7/26/11
ABM Janitorial Services (FBI),San Diego,CA,0,0,5/1/11
A&W Long John Silvers/Barracuda Mgt.,Converse,TX,0,0,12/19/12
Rodriguez Labor Service,Thermal,CA,0,0,2/25/13
Atkins Trucking, Inc,Nazareth,PA,12,16778.18,5/19/13
Staff Zone,Savannah,GA,0,0,11/6/11
Hopkins County Memorial Hospital,Sulphur Springs,TX,0,0,1/7/14
Virginia Beach Resort Hotel & Conference Ctr,Virginia Beach,VA,142,19671.96,11/3/02
Crockett Home Improvement, Inc.,Christiansburg,VA,52,26196.43,1/31/03
Heron House,Sarasota,FL,1,0,12/21/13
The Salty Iguana Mexican Restaurant,Lawrence,KS,3,0,10/27/13
Turlock Unified School District,Turlock,CA,16,1515.12,9/1/15
Sea World Orlando,Orlando,FL,4,0,9/1/15
Caregivers Comfort Care for the Elderly,Summerfield,FL,0,0,12/16/13
Ultimate Communication Systems,Los Angeles,CA,6,1559.22,4/1/13
Cal Roofing,Los Angeles,CA,9,1912.04,4/1/13
Davis Construction Plumbing,Los Angeles,CA,8,8915.31,1/1/13
Legacy at Highwood Preserve Tenant, LLC,Tampa,FL,5,1424.48,9/1/15
The Bradley Apartments,Lucedale,MS,4,567,7/1/13
The Colonnades,Ocean Springs,MS,3,0,7/1/13
Bayou Village Apartments,Gautier,MS,4,28.88,7/1/13
Forest Park Apartments,Jackson,MS,4,900,7/1/13
Brandon Hills Apartments,Brandon,MS,3,0,7/1/13
Steve's Complete Auto Detailing, LLC,Belmont,MA,4,2262.5,1/1/15
Hawthorne Apartments,Morton,MS,3,0,7/1/13
The Franklin Apartments,Columbus,MS,3,0,7/1/13
The Waverly Apartments,Columbus,MS,4,585,7/1/13
Eastbrooke Apartments,Columbus,MS,3,0,7/1/13
East Bay Inn,Savannah,GA,4,407.27,12/3/13
Nationwide Property & Appraisal Services,Gibbsboro,NJ,17,32267.56,1/26/14
Dollar Tree Stores (02259),Cedar Falls,IA,0,0,10/26/13
Red River Sanitors,Monroe,LA,3,1228.87,11/21/13
Town of Capitol Heights,Capitol Heights,MD,0,0,11/3/13
Metro Transfay, LLC.,Gaithersburg,MD,0,0,6/25/15
Goodwill Industries of the Conemaugh Valley,Johnstown,PA,0,0,12/1/13
Admiral,Bethesda,MD,0,0,11/2/13
Pena's Forklift Services,Laredo,TX,1,0,7/1/15
Grand Villa of St. Petersburg,Saint Petersburg,FL,4,3505.76,9/19/14
Bruce Metal and Salvage Inc.,Santa Ana,CA,4,22585.64,11/19/13
Palmer Electric Company,Winter Park,FL,9,572.41,10/10/14
Taco Johns,Deadwood,SD,7,677.58,1/1/14
Abundant Life HCS,Desoto,TX,0,0,11/19/13
Little Helpers, Inc.,Chicago,IL,0,0,2/2/14
Fleet Supply,Black Eagle,MT,2,0,8/25/14
AG Labor, LLC - H2A,Plant City,FL,0,0,10/1/15
Happy Harvest, LLC - H2A,Parrish,FL,4,0,12/8/15
Fuelland 222,Beaver,PA,0,0,2/15/14
Gulf Coast Rebar, Inc.,Tampa,FL,0,0,9/28/14
Cinnabon,Albuquerque,NM,3,0,2/4/14
Chipotle Mexican Grill,Albuquerque,NM,1,0,2/6/14
Robles Jose Rolando,Alamo,TX,2,0,1/13/16
Houstons Group Inc,West Des Moines,IA,1,0,2/1/14
Winfield Rest Haven,Winfield,KS,1,0,1/29/14
United States Postal Service - Sunnyvale,Sunnyvale,CA,0,0,1/13/16
Ancheta, Argelio - HP,Avon Park,FL,1,0,1/1/16
Direct Media Power, Inc.,Wood Dale,IL,2,232,1/20/14
Howard Johnson,Colorado Springs,CO,1,0,2/8/14
Ann Klein Forensic Center,West Trenton,NJ,114,1285.36,1/29/14
GA Mart,Charlotte,NC,1,0,2/3/14
Sunoco,Erie,PA,2,0,4/11/15
Northwoods Construction,LaPorte,IN,1,0,2/5/15
New Horizons Apartments - HP,Auburndale,FL,0,0,10/3/15
Lakefront Roofing & Exteriors,South Haven,MI,1,0,2/18/14
Strawberry Station, Inc.,Dover,FL,3,0,9/17/15
Fran Berry Farm, LLC,Dover,FL,1,0,10/12/15
Everglades Harvesting & Hauling, Inc.,Labelle,FL,0,0,10/12/15
ACCO Engineered Systems,Yuma,AZ,0,0,11/23/11
Fancy Farms, Inc. - AGR,Plant City,FL,0,0,9/1/15
OKDHS,Chandler,OK,2,0,3/10/14
Oklahoma Lions Eye Bank,Oklahoma City,OK,2,1440,2/2/14
HCS Auto Repair,Springdale,AR,1,0,2/12/14
Icing,Paramus,NJ,1,0,2/2/14
Select Energy Services,Houston,TX,0,0,2/8/16
Accent Quik Mart,Blairsville,PA,0,0,1/31/14
Villegas, Leonardo - HP,Winter Haven,FL,0,0,12/11/15
Western Land Services, Inc.,Canonsburg,PA,0,0,1/19/14
Los Agaves Mexican Restaurant,Glenwood,AR,3,2411.67,8/25/13
Express Fuel,Mountainside,NJ,2,4691.4,1/1/15
Nature's Plan,Redding,CA,0,0,10/24/11
Roeder Honey Farms, Inc.,Dixon,NE,18,1351.12,2/11/09
Arkansas Glass & Mirror Company,Fort Smith,AR,0,0,10/2/07
Forest Hills Apartments,Birmingham,AL,2,132.35,4/19/08
Guardian Angel Family Care, LLC,Raleigh,NC,3,0,5/10/08
Superior Forestry,Tilly,AR,0,0,12/24/09
Comanche Red River Casino,Devol,OK,35,46083.04,8/14/08
Palmquist Estates and Terrace Park,Gresham,OR,3,1275.47,12/5/07
Lander Market,River Vale,NJ,4,317.75,3/24/12
McCarey Landscaping Inc./Mc Carey Soil & Eros,Middletown,NY,7,1190.89,8/7/10
Bayada Home Health Care,Providence,RI,1,0,10/18/10
Sump & Trap Cleaning, LLC,Salt Lake City,UT,1,0,1/1/11
Furusato Restaurant,Saipan,MP,5,2764.25,6/1/12
Guam Police Department,Barrigada,GU,5,0,3/21/11
Thai Season Restaurant,Anacortes,WA,8,4679.29,1/4/11
Good Samaritan Home Healthcare,Irving,TX,1,1468.7,7/15/10
Intents Party Rentals,Fayetteville,AR,25,23901.05,8/22/10
Wheels Unlimited,Cedar Falls,IA,0,0,4/11/08
Puerto Marquez,Portland,OR,1,0,9/1/03
River Road Camp,Johns Island,SC,0,0,6/11/10
Candlewood Suites,Victoria,TX,19,3025.37,7/5/10
Doublz of Santa Fe Springs,Whittier,CA,11,3199.77,6/1/11
RJ Surveying, Inc.,Austin,TX,0,0,6/15/03
Doublz,El Monte,CA,0,0,7/1/12
Sunset Manor,Brush,CO,0,0,3/31/10
Doublz,Chino,CA,0,0,8/1/12
Doublz,Paramount,CA,0,0,8/20/10
Doublz,Palmdale,CA,14,5957.09,1/3/11
Doublz,Lancaster,CA,16,4330.49,8/13/10
